"Country.Name","Country.Code","Indicator.Name","Indicator.Code","X1970","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2020","X2025","X2030","X2035","X2040","X2045","X2050","X2055","X2060","X2065","X2070","X2075","X2080","X2085","X2090","X2095","X2100","X"
"Oman","OMN","Pupil-teacher ratio in tertiary education (headcount basis)","UIS.PTRHC.56",NA,NA,NA,NA,NA,NA,NA,10,5.25,4.33333,3,2.25,2,4.14286,8.27273,14.15385,6.42857,6.77603,8.75989,7.54124,8.30103,6.82198,8.16778,8.00628,7.84135,8.9223,9.08271,10.54303,12.26626,NA,NA,NA,NA,NA,16.20975,16.20963,20.04155,15.68502,NA,16.50643,16.8203,18.45883,NA,15.85652,16.18539,16.15718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oman","OMN","Pupil-teacher ratio in upper secondary education (headcount basis)","UIS.PTRHC.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.09165,10.67753,10.73553,11.49096,12.63866,10.98149,14.22636,13.95455,15.29488,15.09966,15.11298,16.21565,15.95574,16.21729,16.97175,17.00998,18.7944,19.89024,NA,NA,NA,NA,NA,20.17841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oman","OMN","Under-age enrolment ratio in primary education, both sexes (%)","UIS.UAPP.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.85348,1.92055,1.94164,2.05073,2.22408,3.25127,NA,NA,NA,NA,NA,4.97569,NA,2.93214,3.1357,6.98643,10.9738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oman","OMN","Under-age enrolment ratio in secondary education, both sexes (%)","UIS.UAPP.23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.03988,2.05351,2.07181,1.92346,2.0027,NA,NA,NA,NA,NA,4.25194,NA,0.9953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pakistan","PAK","Expenditure on education not allocated by level as % of government expenditure on education (%)","UIS.XPUBP.UK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.95064,9.16299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pakistan","PAK","Expenditure on lower secondary as % of government expenditure on education (%)","UIS.XPUBP.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pakistan","PAK","Expenditure on post-secondary non-tertiary as % of government expenditure on education (%)","UIS.XPUBP.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pakistan","PAK","Expenditure on pre-primary as % of government expenditure on education (%)","UIS.XPUBP.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pakistan","PAK","Expenditure on primary as % of government expenditure on education (%)","SE.XPD.PRIM.ZS",NA,28.08761,34.557,31.52232,31.45144,31.04327,30.83547,30.43984,24.95157,33.6715,38.62661,34.0006,32.4993,32.33818,33.81281,32.1205,30.96876,31.66449,NA,42.86878,43.6587,42.43514,44.26639,44.76807,46.84936,48.21368,47.27418,52.00069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.6824,35.13516,31.0512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pakistan","PAK","Expenditure on secondary and post-secondary non-tertiary vocational as % of government expenditure on education (%)","UIS.XPUBP.2T4.V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.09744,2.2273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pakistan","PAK","Expenditure on secondary as % of government expenditure on education (%)","SE.XPD.SECO.ZS",NA,26.85974,26.12494,22.8556,30.26487,29.82761,30.3917,33.0123,24.41096,33.79232,32.65366,32.98934,32.47542,35.69045,32.43231,36.89358,37.48517,36.8799,NA,33.83652,30.18118,29.76331,29.04465,28.03971,29.29273,28.47202,29.3042,27.33387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.13369,33.37814,37.38993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pakistan","PAK","Expenditure on tertiary as % of government expenditure on education (%)","SE.XPD.TERT.ZS",NA,18.27342,16.46012,18.1841,24.26624,17.85805,18.85294,18.40538,17.3648,19.2698,20.88837,17.58321,19.71341,20.20956,20.46594,19.26839,18.1811,20.09138,NA,15.73442,16.46105,17.63769,14.6991,15.94313,14.5341,13.86078,13.43173,11.88239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.23326,22.32371,22.78857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pakistan","PAK","Expenditure on upper secondary as % of government expenditure on education (%)","UIS.XPUBP.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pakistan","PAK","Lower secondary completion rate, both sexes (%)","SE.SEC.CMPT.LO.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.3901,34.00878,NA,NA,40.78134,41.98979,41.60013,41.71298,44.95637,47.79668,50.51764,52.09882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pakistan","PAK","Over-age enrolment ratio in primary education, both sexes (%)","UIS.OAPP.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1e-05,NA,1e-05,-1e-05,NA,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pakistan","PAK","Percentage of students in tertiary education enrolled in Education programmes, both sexes (%)","UIS.FOSEP.56.F140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pakistan","PAK","Percentage of students in tertiary education enrolled in Engineering, Manufacturing and Construction programmes, both sexes (%)","UIS.FOSEP.56.F500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pakistan","PAK","Percentage of students in tertiary education enrolled in Health and Welfare programmes, both sexes (%)","UIS.FOSEP.56.F700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pakistan","PAK","Percentage of students in tertiary education enrolled in Humanities and Arts programmes, both sexes (%)","UIS.FOSEP.56.F200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pakistan","PAK","Percentage of students in tertiary education enrolled in Science programmes, both sexes (%)","UIS.FOSEP.56.F400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pakistan","PAK","Percentage of students in tertiary education enrolled in Social Sciences, Business and Law programmes, both sexes (%)","UIS.FOSEP.56.F300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pakistan","PAK","Primary completion rate, both sexes (%)","SE.PRM.CMPT.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.51951,63.79025,64.04724,64.1385,65.23369,69.40709,68.16243,72.42565,73.17475,73.72827,71.85522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pakistan","PAK","Pupil-teacher ratio in lower secondary education (headcount basis)","UIS.PTRHC.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.26683,26.22968,23.67362,NA,NA,NA,NA,NA,NA,20.60103,19.15481,17.70858,17.2858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pakistan","PAK","Pupil-teacher ratio in pre-primary education (headcount basis)","SE.PRE.ENRL.TC.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pakistan","PAK","Pupil-teacher ratio in primary education (headcount basis)","SE.PRM.ENRL.TC.ZS",NA,41.46762,38.98198,41.28752,41.60084,40.44125,40.18729,41.47087,37.32588,37.48911,36.98566,36.48955,36.09592,34.97114,36.1651,38.14525,39.27572,40.33147,40.56335,40.66154,41.07124,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.99996,34.7419,35.00461,34.82196,37.4976,38.33941,39.00535,39.95136,40.66857,39.68783,40.45158,39.83264,41.35274,42.54875,46.52317,46.34065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pakistan","PAK","Pupil-teacher ratio in secondary education (headcount basis)","SE.SEC.ENRL.TC.ZS",NA,19.80668,19.79244,NA,NA,19.38727,18.09881,18.16321,17.01944,16.7224,17.42413,17.4922,17.5399,17.18223,16.89825,18.12253,NA,18.01691,NA,19.91443,19.46601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.17249,26.1568,23.25057,NA,NA,NA,NA,NA,NA,23.33674,22.31446,21.401,21.12687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pakistan","PAK","Pupil-teacher ratio in tertiary education (headcount basis)","UIS.PTRHC.56",NA,33.43414,NA,NA,NA,NA,24.01577,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.30391,34.14621,NA,NA,NA,NA,41.41336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.27338,18.27348,18.27345,19.3312,NA,19.24172,20.15473,18.72996,22.04657,17.55962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pakistan","PAK","Pupil-teacher ratio in upper secondary education (headcount basis)","UIS.PTRHC.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.97142,26.01005,22.45722,NA,NA,NA,NA,NA,29.32275,28.42102,28.45879,29.68857,28.7886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pakistan","PAK","Under-age enrolment ratio in primary education, both sexes (%)","UIS.UAPP.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pakistan","PAK","Under-age enrolment ratio in secondary education, both sexes (%)","UIS.UAPP.23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palau","PLW","Expenditure on education not allocated by level as % of government expenditure on education (%)","UIS.XPUBP.UK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palau","PLW","Expenditure on lower secondary as % of government expenditure on education (%)","UIS.XPUBP.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.80754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palau","PLW","Expenditure on post-secondary non-tertiary as % of government expenditure on education (%)","UIS.XPUBP.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.33638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palau","PLW","Expenditure on pre-primary as % of government expenditure on education (%)","UIS.XPUBP.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.57806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palau","PLW","Expenditure on primary as % of government expenditure on education (%)","SE.XPD.PRIM.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.86443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palau","PLW","Expenditure on secondary and post-secondary non-tertiary vocational as % of government expenditure on education (%)","UIS.XPUBP.2T4.V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palau","PLW","Expenditure on secondary as % of government expenditure on education (%)","SE.XPD.SECO.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palau","PLW","Expenditure on tertiary as % of government expenditure on education (%)","SE.XPD.TERT.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.65623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palau","PLW","Expenditure on upper secondary as % of government expenditure on education (%)","UIS.XPUBP.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.75736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palau","PLW","Lower secondary completion rate, both sexes (%)","SE.SEC.CMPT.LO.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.99427,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.7619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palau","PLW","Over-age enrolment ratio in primary education, both sexes (%)","UIS.OAPP.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.20223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palau","PLW","Percentage of students in tertiary education enrolled in Education programmes, both sexes (%)","UIS.FOSEP.56.F140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.58749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palau","PLW","Percentage of students in tertiary education enrolled in Engineering, Manufacturing and Construction programmes, both sexes (%)","UIS.FOSEP.56.F500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.58749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palau","PLW","Percentage of students in tertiary education enrolled in Health and Welfare programmes, both sexes (%)","UIS.FOSEP.56.F700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.75087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palau","PLW","Percentage of students in tertiary education enrolled in Humanities and Arts programmes, both sexes (%)","UIS.FOSEP.56.F200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.32097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palau","PLW","Percentage of students in tertiary education enrolled in Science programmes, both sexes (%)","UIS.FOSEP.56.F400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.20162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palau","PLW","Percentage of students in tertiary education enrolled in Social Sciences, Business and Law programmes, both sexes (%)","UIS.FOSEP.56.F300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.97335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palau","PLW","Primary completion rate, both sexes (%)","SE.PRM.CMPT.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.4503,NA,NA,NA,NA,NA,NA,NA,NA,108.3682,95.5102,NA,80.32787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palau","PLW","Pupil-teacher ratio in lower secondary education (headcount basis)","UIS.PTRHC.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.08333,15.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palau","PLW","Pupil-teacher ratio in pre-primary education (headcount basis)","SE.PRE.ENRL.TC.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.86207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palau","PLW","Pupil-teacher ratio in primary education (headcount basis)","SE.PRM.ENRL.TC.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9685,15.66129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.19388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palau","PLW","Pupil-teacher ratio in secondary education (headcount basis)","SE.SEC.ENRL.TC.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.88166,15.0873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.76389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
